2025-08-15 00:15:21.615 | INFO     | project_demo.app_cron.AppCron:cron:37 - app_cron start
2025-08-15 00:16:36.627 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:37.328 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:37.328 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:39.626 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:39.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:40.332 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:40.332 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:42.626 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:42.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:43.327 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:43.327 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:45.626 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:45.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:46.332 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:46.332 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:48.630 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:48.630 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:49.328 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:49.328 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:51.624 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:51.624 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:52.330 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:52.330 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:54.627 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:54.627 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:55.329 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:55.329 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:57.625 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:57.625 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:58.332 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:58.333 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:00.625 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:00.625 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:01.328 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:01.328 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:03.632 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:03.633 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:04.331 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:04.331 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:06.626 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:06.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:07.332 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:07.332 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:09.618 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:09.618 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:10.335 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:10.335 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:12.632 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:12.632 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:13.324 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:13.324 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:15.628 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:15.628 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:16.330 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:16.330 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:18.625 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:18.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:19.326 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:19.327 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:21.633 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:21.633 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:22.329 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:22.329 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:24.624 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:24.624 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:25.344 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:25.344 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:27.635 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:27.635 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:28.328 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:28.328 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:30.633 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:30.633 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:31.337 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:31.337 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:33.619 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:33.620 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:34.311 | INFO     | project_demo.app_cron.AppCron:cron:37 - app_cron start
2025-08-15 00:17:34.327 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:34.327 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:36.635 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:36.635 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:37.334 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:37.334 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:37.334 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:37.334 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:39.624 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:39.624 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:40.334 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:40.334 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:42.619 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:42.619 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:43.334 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:43.334 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:45.624 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:45.624 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:46.334 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:46.334 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:48.626 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:48.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:49.327 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:49.327 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:51.624 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:51.624 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:52.328 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:52.328 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:17:54.628 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:17:54.628 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:23:29.103 | INFO     | project_demo.app_cron.AppCron:cron:37 - app_cron start
2025-08-15 00:23:32.118 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:23:32.118 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:23:35.116 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:23:35.116 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:23:38.118 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:23:38.118 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:23:41.111 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:23:41.111 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
